post_id,data_postagem,tipo_conteudo,legenda,hashtags,curtidas,comentarios,alcance,impressoes,salvamentos,compartilhamentos,visualizacoes_video,seguidores,cliques_link,visitas_perfil,idade_media,genero_predominante,localizacao_principal
115,2025-02-15 12:04:51.739651203,video,Legenda sobre o post 115 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal115 #outrotema #marketingdigital #redessociais,3996,8,53946,107892,38,188,1608.0,16264,48,63,44,Masculino,Outros
116,2025-02-15 12:28:32.103627920,image,Legenda sobre o post 116 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal116 #outrotema #marketingdigital #redessociais,4025,425,60375,60375,23,142,,16266,35,274,19,Masculino,Rio de Janeiro
117,2025-02-15 15:06:06.801532984,image,Legenda sobre o post 117 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal117 #outrotema #marketingdigital #redessociais,2657,351,63768,63768,96,48,,16268,79,215,41,Masculino,Outros
118,2025-02-15 16:53:25.776082754,image,Legenda sobre o post 118 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal118 #outrotema #marketingdigital #redessociais,4144,323,60088,120176,126,63,,16270,75,211,40,Feminino,Belo Horizonte
119,2025-02-16 01:53:02.842189074,image,Legenda sobre o post 119 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal119 #outrotema #marketingdigital #redessociais,295,123,3835,3835,40,32,,16272,41,79,42,Masculino,Outros
120,2025-02-16 05:02:19.788867474,image,Legenda sobre o post 120 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal120 #outrotema #marketingdigital #redessociais,3592,396,100576,100576,131,30,,16274,13,262,26,Masculino,Rio de Janeiro
121,2025-02-16 05:30:29.230481625,image,Legenda sobre o post 121 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal121 #outrotema #marketingdigital #redessociais,2435,330,58440,58440,16,162,,16276,11,97,31,Feminino,São Paulo
122,2025-02-16 05:43:11.388764858,image,Legenda sobre o post 122 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal122 #outrotema #marketingdigital #redessociais,4809,177,100989,100989,74,52,,16278,29,16,38,Masculino,Belo Horizonte
123,2025-02-16 07:14:43.218393564,reels,Legenda sobre o post 123 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal123 #outrotema #marketingdigital #redessociais,2244,133,11220,22440,60,194,12620.0,16280,53,64,26,Feminino,Rio de Janeiro
124,2025-02-16 07:37:24.510068655,video,Legenda sobre o post 124 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal124 #outrotema #marketingdigital #redessociais,2988,206,19422,38844,40,178,6964.0,16282,28,266,21,Masculino,Porto Alegre
125,2025-02-16 08:09:50.787987947,video,Legenda sobre o post 125 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal125 #outrotema #marketingdigital #redessociais,4619,49,20785,41571,37,102,537.0,16284,46,280,19,Feminino,Rio de Janeiro
126,2025-02-16 09:06:38.158511162,image,Legenda sobre o post 126 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal126 #outrotema #marketingdigital #redessociais,675,222,5400,10800,58,80,,16286,37,287,42,Feminino,Belo Horizonte
127,2025-02-16 12:03:09.513513565,reels,Legenda sobre o post 127 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal127 #outrotema #marketingdigital #redessociais,3423,485,22249,44499,39,186,10446.0,16288,26,184,18,Feminino,Outros
128,2025-02-16 13:35:02.854865789,carousel,Legenda sobre o post 128 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal128 #outrotema #marketingdigital #redessociais,4472,321,11180,22360,26,29,,16290,75,16,37,Masculino,Porto Alegre
129,2025-02-16 17:46:14.574318647,carousel,Legenda sobre o post 129 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal129 #outrotema #marketingdigital #redessociais,2610,232,44370,44370,139,41,,16292,21,25,35,Masculino,São Paulo
130,2025-02-16 21:17:39.662863255,reels,Legenda sobre o post 130 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal130 #outrotema #marketingdigital #redessociais,2074,336,37332,37332,119,182,2955.0,16294,28,271,30,Masculino,Outros
131,2025-02-16 22:59:54.558329105,video,Legenda sobre o post 131 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal131 #outrotema #marketingdigital #redessociais,846,327,2538,5076,93,96,3819.0,16296,46,98,18,Masculino,Rio de Janeiro
132,2025-02-16 23:07:24.609791756,reels,Legenda sobre o post 132 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal132 #outrotema #marketingdigital #redessociais,3515,217,80845,80845,57,18,13659.0,16298,65,38,29,Feminino,Belo Horizonte
133,2025-02-17 06:38:20.315888405,video,Legenda sobre o post 133 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal133 #outrotema #marketingdigital #redessociais,1532,72,7660,7660,120,126,10923.0,16300,36,274,35,Feminino,São Paulo
134,2025-02-17 08:25:17.351304054,image,Legenda sobre o post 134 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal134 #outrotema #marketingdigital #redessociais,662,301,9930,9930,1,55,,16302,8,61,22,Feminino,São Paulo
135,2025-02-17 09:17:16.606069803,carousel,Legenda sobre o post 135 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal135 #outrotema #marketingdigital #redessociais,2407,102,67396,67396,127,115,,16304,29,113,31,Feminino,Belo Horizonte
136,2025-02-17 09:25:53.480396986,image,Legenda sobre o post 136 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal136 #outrotema #marketingdigital #redessociais,835,13,11690,11690,112,130,,16306,78,143,44,Feminino,Belo Horizonte
137,2025-02-17 10:25:55.625227690,video,Legenda sobre o post 137 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal137 #outrotema #marketingdigital #redessociais,4576,475,52624,105248,108,116,7847.0,16308,63,235,30,Feminino,Belo Horizonte
138,2025-02-17 10:55:43.295836926,image,Legenda sobre o post 138 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal138 #outrotema #marketingdigital #redessociais,2021,116,56588,56588,52,195,,16310,71,275,31,Feminino,Outros
139,2025-02-17 17:01:29.449988604,image,Legenda sobre o post 139 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal139 #outrotema #marketingdigital #redessociais,3151,324,36236,72473,131,99,,16312,65,222,35,Feminino,Porto Alegre
140,2025-02-17 19:31:45.908875704,image,Legenda sobre o post 140 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal140 #outrotema #marketingdigital #redessociais,2275,10,11375,22750,83,102,,16314,67,141,25,Feminino,Rio de Janeiro
141,2025-02-18 01:30:05.465985775,image,Legenda sobre o post 141 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal141 #outrotema #marketingdigital #redessociais,2875,155,37375,37375,99,148,,16316,68,184,28,Feminino,Rio de Janeiro
142,2025-02-18 04:36:44.293254614,video,Legenda sobre o post 142 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal142 #outrotema #marketingdigital #redessociais,3215,196,86805,86805,114,16,5306.0,16318,5,175,22,Feminino,São Paulo
143,2025-02-18 06:35:04.190313101,image,Legenda sobre o post 143 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal143 #outrotema #marketingdigital #redessociais,3566,13,71320,71320,145,139,,16320,2,102,29,Feminino,Belo Horizonte
144,2025-02-18 07:01:26.643989563,video,Legenda sobre o post 144 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal144 #outrotema #marketingdigital #redessociais,1136,240,30672,30672,128,183,4772.0,16322,53,95,34,Feminino,Outros
145,2025-02-18 08:28:12.410349369,carousel,Legenda sobre o post 145 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal145 #outrotema #marketingdigital #redessociais,4846,494,62998,62998,26,72,,16324,20,173,43,Masculino,São Paulo
146,2025-02-18 09:59:54.034903049,image,Legenda sobre o post 146 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal146 #outrotema #marketingdigital #redessociais,656,218,7544,15088,128,17,,16326,41,74,42,Feminino,Rio de Janeiro
147,2025-02-18 11:00:44.984741926,image,Legenda sobre o post 147 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal147 #outrotema #marketingdigital #redessociais,4985,208,57327,114655,114,17,,16328,18,288,21,Masculino,Outros
148,2025-02-18 13:41:27.643087626,video,Legenda sobre o post 148 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal148 #outrotema #marketingdigital #redessociais,4573,418,18292,36584,72,116,11143.0,16330,58,60,25,Feminino,Rio de Janeiro
149,2025-02-18 16:07:32.317081928,video,Legenda sobre o post 149 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal149 #outrotema #marketingdigital #redessociais,579,296,8106,8106,98,185,2160.0,16332,26,81,36,Feminino,Belo Horizonte
150,2025-02-18 16:53:28.593497276,carousel,Legenda sobre o post 150 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal150 #outrotema #marketingdigital #redessociais,365,451,5475,5475,144,130,,16334,14,69,37,Feminino,Outros
151,2025-02-19 09:42:07.856286049,image,Legenda sobre o post 151 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal151 #outrotema #marketingdigital #redessociais,541,29,10820,10820,70,196,,16336,68,139,41,Feminino,Outros
152,2025-02-19 11:52:40.945667267,reels,Legenda sobre o post 152 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal152 #outrotema #marketingdigital #redessociais,1201,56,27623,27623,90,175,6022.0,16338,14,27,42,Masculino,São Paulo
153,2025-02-19 14:36:17.844555378,carousel,Legenda sobre o post 153 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal153 #outrotema #marketingdigital #redessociais,511,13,8176,8176,104,147,,16340,44,211,24,Feminino,São Paulo
154,2025-02-19 16:08:23.994686604,carousel,Legenda sobre o post 154 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal154 #outrotema #marketingdigital #redessociais,1551,428,16285,32571,18,94,,16342,1,15,28,Feminino,Outros
155,2025-02-19 16:13:50.737195969,video,Legenda sobre o post 155 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal155 #outrotema #marketingdigital #redessociais,1987,456,9935,19870,103,67,11196.0,16344,66,296,20,Feminino,São Paulo
156,2025-02-19 17:04:05.019445181,carousel,Legenda sobre o post 156 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal156 #outrotema #marketingdigital #redessociais,2864,428,83056,83056,135,32,,16346,22,297,38,Feminino,São Paulo
157,2025-02-19 18:01:19.832158089,image,Legenda sobre o post 157 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal157 #outrotema #marketingdigital #redessociais,2941,79,26469,52938,29,134,,16348,74,189,43,Masculino,Belo Horizonte
158,2025-02-19 23:21:11.172943115,video,Legenda sobre o post 158 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal158 #outrotema #marketingdigital #redessociais,1187,268,26114,26114,73,127,11653.0,16350,1,212,30,Feminino,Porto Alegre
159,2025-02-20 05:20:43.335561752,carousel,Legenda sobre o post 159 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal159 #outrotema #marketingdigital #redessociais,2959,460,25151,50303,93,167,,16352,28,48,20,Feminino,Porto Alegre
160,2025-02-20 05:56:23.928979874,carousel,Legenda sobre o post 160 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal160 #outrotema #marketingdigital #redessociais,3765,49,64005,64005,127,148,,16354,28,277,39,Feminino,São Paulo
161,2025-02-20 06:09:30.749946356,video,Legenda sobre o post 161 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal161 #outrotema #marketingdigital #redessociais,1167,364,14587,29175,5,196,9975.0,16356,52,288,33,Masculino,São Paulo
162,2025-02-20 06:16:53.886921406,reels,Legenda sobre o post 162 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal162 #outrotema #marketingdigital #redessociais,2699,61,64776,64776,84,191,8669.0,16358,68,152,27,Feminino,Porto Alegre
163,2025-02-20 07:55:29.605264902,image,Legenda sobre o post 163 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal163 #outrotema #marketingdigital #redessociais,881,402,15858,15858,127,2,,16360,31,135,40,Feminino,Rio de Janeiro
164,2025-02-20 09:55:20.838227510,carousel,Legenda sobre o post 164 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal164 #outrotema #marketingdigital #redessociais,4829,114,77264,77264,26,51,,16362,64,144,31,Feminino,Outros
165,2025-02-20 11:40:42.095588923,image,Legenda sobre o post 165 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal165 #outrotema #marketingdigital #redessociais,1692,126,33840,33840,69,92,,16364,65,57,30,Feminino,Outros
166,2025-02-20 12:30:26.048191786,image,Legenda sobre o post 166 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal166 #outrotema #marketingdigital #redessociais,134,242,469,938,109,195,,16366,17,225,39,Feminino,São Paulo
167,2025-02-20 13:52:14.377943754,video,Legenda sobre o post 167 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal167 #outrotema #marketingdigital #redessociais,3716,240,78036,78036,126,14,4015.0,16368,14,11,23,Feminino,Rio de Janeiro
168,2025-02-20 22:32:46.267884493,video,Legenda sobre o post 168 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal168 #outrotema #marketingdigital #redessociais,1317,6,5926,11853,29,188,1965.0,16370,41,180,33,Masculino,São Paulo
169,2025-02-21 02:11:07.408529520,image,Legenda sobre o post 169 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal169 #outrotema #marketingdigital #redessociais,3165,154,18990,18990,56,156,,16372,42,107,42,Feminino,Belo Horizonte
170,2025-02-21 03:29:09.704362631,video,Legenda sobre o post 170 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal170 #outrotema #marketingdigital #redessociais,910,389,5460,10920,47,64,2322.0,16374,68,229,37,Feminino,Rio de Janeiro
171,2025-02-21 04:51:45.329328299,image,Legenda sobre o post 171 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal171 #outrotema #marketingdigital #redessociais,636,230,1908,3816,91,108,,16376,46,46,27,Masculino,Outros
172,2025-02-21 05:34:15.441866398,image,Legenda sobre o post 172 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal172 #outrotema #marketingdigital #redessociais,4957,257,37177,74355,114,9,,16378,8,257,26,Feminino,São Paulo
173,2025-02-21 07:52:56.594566345,image,Legenda sobre o post 173 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal173 #outrotema #marketingdigital #redessociais,3741,111,82302,82302,85,14,,16380,59,51,26,Feminino,Porto Alegre
174,2025-02-21 08:05:26.961324692,video,Legenda sobre o post 174 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal174 #outrotema #marketingdigital #redessociais,2835,273,22680,45360,48,184,14562.0,16382,56,179,27,Feminino,Belo Horizonte
175,2025-02-21 09:47:32.881138563,video,Legenda sobre o post 175 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal175 #outrotema #marketingdigital #redessociais,3937,215,39370,39370,99,83,11108.0,16384,42,36,20,Feminino,São Paulo
176,2025-02-21 11:28:59.385058403,image,Legenda sobre o post 176 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal176 #outrotema #marketingdigital #redessociais,2090,195,30305,60610,1,170,,16386,62,157,21,Feminino,São Paulo
177,2025-02-21 11:35:15.139421940,carousel,Legenda sobre o post 177 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal177 #outrotema #marketingdigital #redessociais,837,245,10044,20088,114,23,,16388,77,254,23,Masculino,Rio de Janeiro
178,2025-02-21 14:09:26.879155636,carousel,Legenda sobre o post 178 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal178 #outrotema #marketingdigital #redessociais,2592,308,57024,57024,118,84,,16390,66,48,18,Feminino,Outros
179,2025-02-21 20:38:02.498973608,reels,Legenda sobre o post 179 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal179 #outrotema #marketingdigital #redessociais,4918,271,27049,54098,18,199,3471.0,16392,64,216,28,Feminino,Outros
180,2025-02-21 23:30:47.937123537,video,Legenda sobre o post 180 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal180 #outrotema #marketingdigital #redessociais,2582,13,21947,43894,136,161,11326.0,16394,58,154,35,Feminino,São Paulo
181,2025-02-22 01:55:24.426628828,reels,Legenda sobre o post 181 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal181 #outrotema #marketingdigital #redessociais,1723,173,7753,15507,116,13,11508.0,16396,28,248,37,Masculino,São Paulo
182,2025-02-22 02:15:29.196820259,carousel,Legenda sobre o post 182 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal182 #outrotema #marketingdigital #redessociais,2906,220,40684,81368,132,114,,16398,35,41,21,Masculino,Rio de Janeiro
183,2025-02-22 05:20:16.172217607,image,Legenda sobre o post 183 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal183 #outrotema #marketingdigital #redessociais,4871,97,58452,58452,127,140,,16400,41,137,18,Masculino,Outros
184,2025-02-22 12:55:53.506370067,image,Legenda sobre o post 184 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal184 #outrotema #marketingdigital #redessociais,4424,179,119448,119448,126,38,,16402,9,19,41,Feminino,São Paulo
185,2025-02-22 18:46:00.362896681,carousel,Legenda sobre o post 185 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal185 #outrotema #marketingdigital #redessociais,2641,143,31692,63384,35,44,,16404,36,53,22,Masculino,Outros
186,2025-02-22 18:46:49.942438602,reels,Legenda sobre o post 186 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal186 #outrotema #marketingdigital #redessociais,3062,24,13779,27558,100,65,11111.0,16406,69,53,40,Feminino,Porto Alegre
187,2025-02-22 23:46:27.717789650,image,Legenda sobre o post 187 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal187 #outrotema #marketingdigital #redessociais,4777,392,47770,95540,26,5,,16408,78,266,31,Masculino,São Paulo
188,2025-02-22 23:58:14.828567982,video,Legenda sobre o post 188 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal188 #outrotema #marketingdigital #redessociais,2205,352,29767,59535,62,82,7589.0,16410,25,75,28,Feminino,São Paulo
189,2025-02-22 23:59:19.164438486,video,Legenda sobre o post 189 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal189 #outrotema #marketingdigital #redessociais,1354,259,10832,10832,71,127,297.0,16412,13,270,44,Masculino,São Paulo
